temperature,humidity,speed,power
0.56,0.59,0.38,750.63
0.56,0.63,0.46,589.31
0.56,0.63,0.46,555.76
0.56,0.63,0.38,458.65
0.54,0.69,0.31,372.09
0.51,0.74,0.23,348.93
0.51,0.74,0.38,336.27
0.49,0.79,0.31,329.96
0.49,0.79,0.31,315.67
0.49,0.79,0.31,353.92
0.49,0.79,0.31,344.25
0.49,0.79,0.31,666.66
0.56,0.75,0.23,708.33
0.62,0.59,0.38,712.68
0.64,0.54,0.46,722.21
0.69,0.51,0.31,746.17
0.69,0.51,0.46,722.14
0.72,0.43,0.38,712.48
0.74,0.39,0.46,698.18
0.74,0.44,0.46,714.16
0.72,0.43,0.54,741.06
0.69,0.46,0.54,722.14
0.67,0.51,0.54,781.06
0.64,0.54,0.54,824.63
0.62,0.63,0.46,832.77
0.62,0.63,0.46,792.68
0.59,0.69,0.38,792.68
0.59,0.69,0.38,511.15
0.59,0.75,0.31,405.32
0.54,0.86,0.23,330.01
0.54,0.8,0.15,299.5
0.51,0.93,0.15,307.73
0.54,0.86,0.23,299.5
0.54,0.86,0.23,323.03
0.51,0.93,0.23,354.2
0.51,0.93,0.23,650.69
0.56,0.86,0.31,706.39
0.62,0.8,0.31,685.58
0.67,0.64,0.54,695.24
0.69,0.55,0.54,696.98
0.72,0.51,0.54,714.22
0.74,0.47,0.54,706.24
0.74,0.47,0.54,719.41
0.74,0.44,0.54,709.54
0.74,0.47,0.54,733.5
0.72,0.51,0.62,744.42
0.67,0.6,0.54,780.99
0.64,0.64,0.54,801.59
0.62,0.69,0.46,841.52
0.62,0.69,0.38,627.64
0.59,0.75,0.46,615.02
0.59,0.75,0.38,547.12
0.56,0.8,0.31,446.4
0.56,0.8,0.31,411.58
0.54,0.86,0.23,395.54
0.54,0.86,0.23,395.58
0.54,0.86,0.31,387.6
0.54,0.86,0.31,407.32
0.54,0.86,0.38,407.37
0.51,0.93,0.31,422.44
0.56,0.8,0.31,655.31
0.59,0.63,0.46,701.55
0.64,0.51,0.54,661.62
0.67,0.36,0.62,500.2
0.69,0.39,0.54,512.87
0.69,0.39,0.46,506.54
0.69,0.29,0.62,466.64
0.69,0.29,0.54,699.93
0.67,0.32,0.46,755.84
0.67,0.43,0.46,749.47
0.62,0.49,0.46,782.67
0.59,0.54,0.54,814.2
0.59,0.49,0.46,616.21
0.59,0.54,0.46,554.08
0.59,0.54,0.38,557.37
0.56,0.59,0.31,482.54
0.49,0.79,0.23,350.61
0.49,0.74,0.23,330.01
0.49,0.74,0.23,307.73
0.46,0.86,0.23,307.73
0.46,0.79,0.15,309.37
0.46,0.86,0.15,382.5
0.46,0.86,0.15,639.76
0.46,0.86,0.15,649.61
0.51,0.86,0.23,505.39
0.59,0.69,0.15,419.3
0.64,0.51,0.31,471.27
0.67,0.43,0.31,732.78
0.67,0.36,0.38,680.87
0.67,0.43,0.23,476.24
0.69,0.32,0.38,441.26
0.69,0.32,0.31,415.31
0.72,0.3,0.15,403.33
0.69,0.32,0.31,412.4
0.64,0.46,0.46,427.29
0.64,0.43,0.31,498.15
0.62,0.46,0.31,479.25
0.59,0.49,0.23,439.32
0.59,0.49,0.23,440.93
0.59,0.49,0.23,406.04
0.56,0.54,0.15,358.59
0.56,0.59,0.15,317.35
0.51,0.68,0.15,317.35
0.54,0.63,0,309.41
0.51,0.68,0,301.42
0.49,0.74,0.15,333.37
0.51,0.74,0.08,356.92
0.49,0.74,0.15,352.29
0.56,0.69,0.08,395.11
0.64,0.54,0.15,406.04
0.67,0.46,0.31,438.05
0.67,0.46,0.23,444.29
0.69,0.43,0.23,706.17
0.69,0.46,0.38,766.7
0.72,0.43,0.31,779.31
0.69,0.46,0.31,676.94
0.69,0.46,0.38,441.26
0.67,0.55,0.38,487.19
0.67,0.55,0.38,461.23
0.64,0.59,0.31,461.23
0.62,0.63,0.31,467.28
0.62,0.63,0.31,435.27
0.62,0.63,0.38,456.11
0.59,0.69,0.38,423.34
0.59,0.69,0.23,380.45
0.56,0.75,0.23,325.74
0.56,0.69,0.23,325.79
0.56,0.69,0.15,307.68
0.56,0.69,0.23,313.99
0.54,0.74,0.15,313.99
0.54,0.74,0.23,326.6
0.51,0.74,0.23,658.73
0.59,0.69,0.15,738.18
0.64,0.59,0.23,604.5
0.67,0.51,0.23,495.22
0.72,0.47,0.23,477.5
0.69,0.46,0.31,622.52
0.72,0.47,0.31,795.43
0.72,0.51,0.38,782.67
0.72,0.51,0.31,592.68
0.69,0.51,0.38,510.17
0.69,0.55,0.38,467.25
0.67,0.6,0.38,494.73
0.64,0.59,0.38,523.4
0.64,0.59,0.31,738.77
0.64,0.51,0.31,810.92
0.59,0.63,0.23,810.65
0.56,0.69,0.31,720.8
0.59,0.69,0.15,573.04
0.54,0.74,0.15,391.35
0.54,0.86,0.23,393.4
0.54,0.86,0.23,394
0.56,0.86,0.31,384.24
0.56,0.8,0.31,431.68
0.56,0.8,0.38,498.94
0.59,0.69,0.23,709.54
0.59,0.75,0.54,777.58
0.62,0.75,0.38,648.7
0.67,0.64,0.54,535.09
0.69,0.6,0.38,495.22
0.69,0.6,0.46,557.44
0.72,0.6,0.46,817.64
0.72,0.51,0.54,788.98
0.74,0.47,0.46,787.3
0.74,0.47,0.46,757.03
0.72,0.47,0.46,741.06
0.69,0.55,0.31,617.89
0.67,0.64,0.46,583.84
0.64,0.75,0.38,544.49
0.62,0.8,0.46,530.12
0.62,0.75,0.38,534.74
0.62,0.8,0.46,506.16
0.62,0.8,0.31,401
0.59,0.86,0.31,383.76
0.59,0.86,0.23,348.88
0.56,0.86,0.23,348.88
0.54,0.93,0.23,335.44
0.56,0.93,0.23,379.42
0.56,0.93,0.23,364.85
0.59,0.86,0.23,692.98
0.59,0.93,0.23,752.41
0.64,0.86,0.23,553.08
0.69,0.75,0.46,526.24
0.72,0.64,0.46,685.22
0.74,0.6,0.46,822.63
0.74,0.55,0.46,782.7
0.74,0.55,0.38,788.75
0.72,0.6,0.46,792.16
0.74,0.55,0.54,804.54
0.72,0.6,0.62,878.09
0.69,0.64,0.54,878.09
0.67,0.69,0.46,686.41
0.64,0.75,0.54,649.92
0.64,0.69,0.54,592.33
0.64,0.64,0.46,592.33
0.62,0.69,0.69,494.81
0.62,0.69,0.38,390.12
0.62,0.75,0.54,348.88
0.62,0.75,0.46,320.29
0.62,0.69,0.54,315.67
0.62,0.69,0.46,307.73
0.59,0.75,0.38,330.01
0.59,0.8,0.46,342.62
0.59,0.8,0.54,360.76
0.59,0.8,0.46,411.27
0.62,0.75,0.54,442.61
0.64,0.69,0.62,472.94
0.69,0.55,0.69,475.21
0.72,0.51,0.85,694.84
0.72,0.47,0.77,762.79
0.72,0.47,0.92,770.07
0.74,0.47,0.77,776.37
0.72,0.43,0.77,790.66
0.69,0.51,0.69,854.13
0.67,0.55,0.77,894.07
0.62,0.59,0.77,726.42
0.62,0.63,0.77,639.08
0.62,0.63,0.62,626.35
0.62,0.63,0.77,554.82
0.62,0.63,0.77,477.5
0.59,0.63,0.77,388.39
0.59,0.63,0.77,363.17
0.56,0.69,0.69,337.99
0.56,0.69,0.62,326.65
0.56,0.63,0.77,336.32
0.56,0.63,0.62,342.62
0.54,0.63,0.85,377.46
0.51,0.68,0.54,383.76
0.51,0.68,0.62,447.23
0.51,0.63,0.77,455.22
0.54,0.53,0.62,496.84
0.56,0.49,0.62,496.84
0.59,0.45,0.69,503.28
0.59,0.41,0.69,501.53
0.62,0.38,0.77,506.16
0.62,0.34,0.69,489.25
0.62,0.31,0.62,499.78
0.59,0.38,0.69,506.08
0.56,0.41,0.54,517.14
0.54,0.41,0.54,559.97
0.54,0.45,0.54,509.15
0.54,0.45,0.46,485.27
0.51,0.4,0.54,485.19
0.49,0.48,0.38,466.15
0.49,0.48,0.38,405.32
0.46,0.53,0.31,397.39
0.46,0.48,0.31,355.41
0.44,0.53,0.31,364.9
0.44,0.53,0.31,359.42
0.44,0.53,0.38,360.28
0.44,0.53,0.38,372.89
0.41,0.57,0.38,401.47
0.44,0.53,0.38,450.6
0.49,0.48,0.38,487.17
0.51,0.45,0.46,507.76
0.56,0.28,0.38,836.48
0.59,0.23,0.62,809.65
0.59,0.2,0.62,811.33
0.62,0.23,0.54,629.32
0.62,0.17,0.54,507.76
0.62,0.17,0.54,507.76
0.59,0.2,0.62,519.87
0.56,0.28,0.46,549.03
0.54,0.28,0.31,559.88
0.51,0.3,0.31,541.8
0.46,0.4,0.23,501.12
0.46,0.44,0.15,512.05
0.44,0.53,0.15,467.49
0.46,0.44,0.15,445.26
0.46,0.44,0.15,383.36
0.44,0.57,0.08,358.02
0.41,0.62,0,340.94
0.38,0.68,0.15,333
0.38,0.74,0.08,363.22
0.36,0.79,0.08,390.13
0.36,0.79,0.15,409.39
0.44,0.62,0,498.07
0.49,0.4,0.23,516.99
0.54,0.24,0.31,489.67
0.59,0.17,0.31,512.78
0.62,0.16,0.23,520.52
0.64,0.18,0.31,514.14
0.67,0.16,0.38,522.13
0.64,0.16,0.31,498.17
0.67,0.16,0.23,498.09
0.64,0.23,0.23,482.12
0.62,0.31,0.31,564.51
0.59,0.34,0.23,559.88
0.56,0.38,0.15,555.26
0.54,0.37,0.08,517.09
0.54,0.41,0.23,529.77
0.54,0.49,0.23,423.34
0.51,0.53,0.23,380.45
0.49,0.63,0.08,325.74
0.49,0.63,0.15,325.79
0.46,0.68,0.08,307.68
0.44,0.74,0.15,313.99
0.46,0.74,0,313.99
0.44,0.74,0,326.6
0.44,0.79,0.08,658.73
0.46,0.79,0.08,738.18
0.54,0.53,0.08,604.5
0.62,0.38,0.15,495.22
0.67,0.26,0.15,477.5
0.69,0.26,0.15,622.52
0.69,0.26,0.23,795.43
0.72,0.26,0.31,782.67
0.69,0.29,0.46,592.68
0.67,0.39,0.31,510.17
0.67,0.43,0.31,467.25
0.64,0.51,0.38,494.73
0.62,0.49,0.46,523.4
0.62,0.54,0.31,738.77
0.59,0.54,0.23,810.92
0.59,0.59,0.23,810.65
0.59,0.59,0.23,720.8
0.56,0.63,0.23,573.04
0.59,0.59,0.23,391.35
0.56,0.63,0.23,393.4
0.56,0.63,0.15,394
0.56,0.59,0.08,384.24
0.56,0.63,0.08,431.68
0.56,0.63,0.15,498.94
0.56,0.63,0.15,709.54
0.56,0.59,0.15,777.58
0.62,0.54,0.23,648.7
0.62,0.49,0.23,535.09
0.64,0.43,0.23,552.32
0.69,0.29,0.23,554
0.69,0.29,0.23,702.9
0.69,0.29,0.15,859.18
0.69,0.39,0.31,866.74
0.69,0.36,0.23,818.64
0.69,0.36,0.23,810.03
0.64,0.38,0.31,649.42
0.62,0.41,0.38,671.8
0.62,0.46,0.38,617.95
0.59,0.49,0.31,571.71
0.59,0.54,0.31,630.56
0.59,0.54,0.38,533.8
0.59,0.54,0.31,458.14
0.56,0.59,0.23,401.42
0.56,0.59,0.31,388.86
0.56,0.59,0.23,387.13
0.56,0.59,0.23,379.14
0.56,0.59,0.23,387.18
0.56,0.63,0.23,393.49
0.56,0.63,0.23,423.76
0.56,0.63,0.31,483.88
0.59,0.59,0.31,702.81
0.62,0.54,0.31,814.62
0.67,0.43,0.38,578.79
0.69,0.39,0.38,559.05
0.69,0.39,0.31,541.88
0.69,0.39,0.38,546.01
0.72,0.32,0.46,755.42
0.72,0.36,0.38,842.63
0.69,0.43,0.38,851.94
0.64,0.51,0.31,879.9
0.62,0.59,0.38,924.33
0.62,0.63,0.31,740.77
0.59,0.69,0.38,679.68
0.59,0.75,0.31,580.98
0.59,0.75,0.23,511.22
0.56,0.8,0.23,443.26
0.59,0.75,0.31,387.41
0.56,0.75,0.31,364.85
0.56,0.8,0.31,380.82
0.56,0.8,0.23,344.25
0.59,0.8,0.31,376.2
0.59,0.8,0.31,397.26
0.59,0.8,0.31,679.27
0.59,0.86,0.31,738.18
0.64,0.75,0.31,524.22
0.67,0.69,0.46,530.53
0.72,0.51,0.62,544.82
0.74,0.44,0.62,730.13
0.74,0.44,0.62,784.36
0.74,0.47,0.62,722.14
0.74,0.47,0.62,577.96
0.74,0.47,0.54,590.99
0.72,0.55,0.54,669.3
0.72,0.51,0.46,903.81
0.69,0.6,0.46,930.72
0.67,0.69,0.38,716.76
0.67,0.69,0.46,633.45
0.64,0.75,0.38,603.18
0.64,0.75,0.38,512.39
0.64,0.75,0.38,449.87
0.64,0.75,0.31,714.58
0.64,0.75,0.31,545.09
0.62,0.8,0.23,384.24
0.62,0.8,0.31,374.57
0.62,0.8,0.31,387.35
0.59,0.86,0.23,623.36
0.59,0.8,0.15,747.79
0.62,0.8,0.23,648.58
0.67,0.64,0.31,729.71
0.72,0.55,0.38,858.57
0.77,0.47,0.31,830.66
0.79,0.47,0.23,822.26
0.82,0.4,0.23,826.16
0.85,0.37,0.15,811.33
0.87,0.34,0.15,605.29
0.85,0.4,0.31,549.38
0.82,0.44,0.31,569.97
0.77,0.55,0.38,587.21
0.74,0.51,0.31,561.56
0.72,0.55,0.23,614.71
0.69,0.64,0.31,862.2
0.67,0.75,0.31,865.14
0.67,0.75,0.15,842.86
0.64,0.8,0.23,731.39
0.64,0.8,0.15,489.81
0.64,0.8,0.23,441.35
0.62,0.86,0.15,385.45
0.62,0.86,0.08,371.15
0.62,0.8,0.15,401.42
0.62,0.8,0.23,415.77
0.59,0.86,0.08,768.6
0.64,0.8,0.08,809.65
0.67,0.69,0.38,541.1
0.69,0.69,0.38,547.7
0.74,0.6,0.31,736.01
0.72,0.64,0.38,838.16
0.72,0.64,0.38,868.5
0.69,0.69,0.54,624.28
0.69,0.69,0.46,538.1
0.67,0.75,0.62,667.57
0.67,0.75,0.54,807.08
0.64,0.75,0.46,853.4
0.59,0.86,0.54,660
0.56,0.8,0.69,582.16
0.56,0.8,0.54,551.9
0.56,0.75,0.62,543.91
0.56,0.75,0.62,548.62
0.56,0.75,0.54,494.81
0.56,0.75,0.54,451.93
0.54,0.8,0.38,401.47
0.54,0.8,0.46,379.14
0.54,0.8,0.54,380.82
0.51,0.79,0.46,403.1
0.51,0.79,0.46,656.57
0.49,0.86,0.46,789.05
0.49,0.86,0.38,823.53
0.51,0.79,0.38,624.28
0.56,0.69,0.46,548.45
0.62,0.59,0.46,536.35
0.64,0.46,0.46,552.32
0.64,0.46,0.46,568.38
0.67,0.36,0.38,576.28
0.69,0.36,0.38,587.02
0.67,0.39,0.38,588.97
0.64,0.38,0.38,541.1
0.62,0.46,0.31,551.08
0.59,0.54,0.31,561.56
0.59,0.59,0.31,781.83
0.56,0.63,0.31,776.78
0.54,0.69,0.31,591.1
0.54,0.69,0.23,534.33
0.54,0.69,0.08,493.19
0.51,0.68,0.08,451.93
0.49,0.79,0.08,424.52
0.49,0.79,0,408.98
0.44,0.93,0.08,402.68
0.44,0.86,0.08,396.37
0.44,0.86,0.08,418.65
0.44,0.93,0.08,745.68
0.49,0.86,0.08,829.98
0.56,0.69,0,580.98
0.59,0.63,0.15,574.68
0.64,0.51,0.15,745.76
0.64,0.46,0.23,839.84
0.67,0.36,0.23,846.14
0.69,0.29,0.15,833.11
0.69,0.32,0.23,555.11
0.69,0.32,0.15,536.35
0.69,0.32,0.15,636.89
0.64,0.51,0.38,857.16
0.59,0.59,0.38,716.88
0.59,0.59,0.23,542.73
0.56,0.63,0.31,533.72
0.56,0.63,0.23,517.01
0.54,0.69,0.31,755.01
0.54,0.69,0.23,531.11
0.51,0.74,0.23,433.01
0.51,0.74,0.15,399.38
0.51,0.74,0.15,359.8
0.51,0.74,0.15,362.9
0.49,0.79,0.15,369.93
0.49,0.79,0.08,384.64
0.46,0.86,0.08,405.6
0.51,0.79,0.15,493.95
0.56,0.69,0.23,567.96
0.62,0.59,0.31,734.41
0.64,0.51,0.23,596.88
0.67,0.43,0.31,822.18
0.69,0.36,0.31,876.41
0.69,0.32,0.38,787.01
0.72,0.3,0.31,585.95
0.72,0.22,0.38,523.74
0.67,0.29,0.38,753.74
0.64,0.34,0.31,855.94
0.62,0.41,0.31,764.68
0.59,0.59,0.31,587.97
0.59,0.63,0.31,519.11
0.56,0.75,0.31,507.76
0.56,0.75,0.23,469.91
0.56,0.75,0.23,383.81
0.54,0.74,0.23,362.09
0.54,0.74,0.15,352.29
0.54,0.74,0.23,332.8
0.51,0.79,0.23,330.01
0.51,0.79,0.23,329.96
0.51,0.79,0.23,411.31
0.51,0.79,0.15,678.87
0.54,0.8,0.15,722.8
0.59,0.75,0.31,514.56
0.64,0.59,0.46,485.97
0.69,0.51,0.31,484.3
0.72,0.43,0.23,795.23
0.72,0.39,0.31,790.66
0.74,0.39,0.31,552.74
0.72,0.39,0.38,535.9
0.72,0.39,0.31,808.32
0.69,0.43,0.31,830.66
0.67,0.43,0.31,897.5
0.64,0.51,0.31,673.99
0.62,0.63,0.38,640.17
0.62,0.69,0.31,584.27
0.59,0.75,0.31,536.35
0.59,0.75,0.31,709.11
0.59,0.75,0.23,696.93
0.56,0.8,0.15,420.76
0.56,0.8,0.15,416.18
0.56,0.8,0.15,381.29
0.56,0.8,0.08,387.6
0.54,0.86,0.08,389.34
0.54,0.86,0.08,599.83
0.51,0.93,0.08,696.14
0.56,0.86,0.08,734.93
0.62,0.8,0.15,532.15
0.69,0.64,0.08,500.2
0.72,0.55,0.15,507.15
0.77,0.47,0.15,487.24
0.77,0.44,0.15,675.91
0.82,0.33,0.08,747.79
0.79,0.3,0.23,549.04
0.79,0.3,0.23,664.1
0.77,0.44,0.31,884.82
0.72,0.51,0.38,931.08
0.69,0.51,0.31,941.59
0.67,0.51,0.31,947.89
0.64,0.54,0.23,857.52
0.64,0.54,0.15,607.03
0.64,0.59,0.15,568.29
0.62,0.63,0.08,436.31
0.62,0.63,0.08,364.85
0.59,0.69,0,358.54
0.56,0.75,0,345.98
0.51,0.86,0.15,344.3
0.54,0.93,0.38,368.26
0.54,0.93,0.23,380.88
0.54,0.93,0.23,687.26
0.56,0.8,0.46,772
0.56,0.8,0.46,545.24
0.59,0.63,0.46,541.79
0.59,0.63,0.54,549.78
0.59,0.59,0.46,822.26
0.56,0.63,0.46,826.16
0.56,0.63,0.62,811.33
0.59,0.49,0.46,605.29
0.59,0.45,0.54,549.38
0.56,0.49,0.46,569.97
0.51,0.57,0.54,587.21
0.51,0.57,0.54,561.56
0.49,0.57,0.38,614.71
0.49,0.57,0.38,862.2
0.46,0.62,0.23,865.14
0.46,0.68,0.23,842.86
0.46,0.68,0.31,731.39
0.49,0.63,0.31,489.81
0.46,0.68,0.23,441.35
0.44,0.74,0.15,385.45
0.46,0.68,0.15,371.15
0.44,0.74,0.15,401.42
0.41,0.79,0.15,415.77
0.41,0.79,0.08,768.6
0.41,0.86,0.08,809.65
0.49,0.74,0.15,541.1
0.54,0.63,0.15,547.7
0.56,0.54,0.31,736.01
0.62,0.46,0.38,838.16
0.64,0.38,0.31,868.5
0.64,0.38,0.31,624.28
0.64,0.38,0.31,538.1
0.64,0.38,0.38,667.57
0.62,0.41,0.38,499.44
0.59,0.45,0.31,511.18
0.56,0.54,0.31,529.62
0.56,0.54,0.38,548.37
0.56,0.59,0.31,516.42
0.56,0.59,0.31,501.87
0.56,0.59,0.38,497.87
0.56,0.59,0.31,435.96
0.54,0.63,0.23,394.79
0.54,0.63,0.23,370.31
0.54,0.63,0.23,359.37
0.54,0.69,0.23,361.47
0.56,0.63,0.23,378.53
0.56,0.63,0.23,382.49
0.56,0.69,0.23,729.25
0.56,0.69,0.23,809.37
0.59,0.63,0.23,586.76
0.59,0.69,0.31,529.75
0.59,0.69,0.38,539.78
0.59,0.69,0.38,558.62
0.59,0.75,0.31,591.83
0.59,0.75,0.38,559.02
0.59,0.75,0.23,575.08
0.59,0.75,0.23,581.73
0.59,0.69,0.23,867.92
0.59,0.69,0.31,892.04
0.56,0.8,0.23,656.28
0.59,0.75,0.23,608.36
0.56,0.86,0.23,615.01
0.56,0.93,0.15,638.87
0.56,0.93,0.23,576.31
0.59,0.93,0.23,503.2
0.59,0.93,0.15,467.25
0.59,0.93,0.23,401.28
0.59,0.93,0.15,391.34
0.59,0.93,0.23,409.56
0.56,0.93,0.15,391.37
0.56,0.86,0.23,446.63
0.56,0.93,0.23,617.86
0.56,0.93,0.23,556.92
0.59,0.86,0.31,580.04
0.59,0.86,0.23,611.56
0.59,0.93,0.15,620.15
0.59,0.93,0.23,620.15
0.62,0.86,0.23,651.68
0.62,0.8,0.31,695.62
0.62,0.86,0.15,916.29
0.64,0.8,0.08,689.32
0.62,0.86,0.08,613.66
0.62,0.8,0.15,664.26
0.62,0.8,0,682.62
0.59,0.93,0.08,837.31
0.62,0.86,0.08,946.63
0.59,0.93,0.15,863.05
0.59,0.93,0.23,636.31
0.59,0.93,0.23,531.11
0.59,0.93,0.15,433.01
0.56,1,0.15,399.38
0.56,1,0.15,359.8
0.56,1,0.15,362.9
0.56,1,0.15,369.93
0.56,1,0.08,384.64
0.56,1,0.08,405.6
0.56,1,0.15,493.95
0.56,1,0.08,567.96
0.59,0.93,0.08,734.41
0.59,1,0.23,596.88
0.62,0.86,0.15,865.93
0.64,0.8,0.08,774.16
0.67,0.75,0.15,605.43
0.67,0.75,0.15,567.59
0.67,0.75,0.15,523.74
0.67,0.75,0.23,753.74
0.62,0.86,0.38,867.95
0.59,0.93,0.38,630.47
0.56,1,0.38,544.31
0.56,0.93,0.46,525.39
0.56,0.93,0.38,519.17
0.56,0.86,0.31,475.09
0.54,0.93,0.38,435.15
0.54,0.93,0.31,399.8
0.54,0.93,0.31,377.46
0.54,0.93,0.23,354.04
0.54,0.86,0.31,356.86
0.54,0.86,0.23,348.88
0.54,0.86,0.15,521.22
0.54,0.86,0.23,703.23
0.54,0.86,0.23,476.3
0.56,0.8,0.31,475.24
0.56,0.86,0.23,451.75
0.56,0.8,0.38,470.1
0.59,0.75,0.31,489.99
0.56,0.8,0.31,459.87
0.59,0.75,0.31,449.44
0.59,0.75,0.23,485.09
0.59,0.75,0.31,468.35
0.54,0.93,0.15,532.18
0.54,0.93,0.23,602.61
0.56,0.86,0.23,562.31
0.54,0.93,0.23,596.94
0.54,0.93,0.31,552.8
0.54,0.86,0.15,538
0.54,0.86,0.23,460.25
0.54,0.86,0.23,392.99
0.54,0.86,0.23,363.63
0.54,0.86,0.23,347.85
0.54,0.86,0.31,331.04
0.54,0.86,0.46,315.28
0.51,0.86,0.38,334.53
0.51,0.86,0.46,346.81
0.51,0.79,0.54,396.8
0.49,0.86,0.46,401.42
0.46,0.79,0.31,451.27
0.49,0.68,0.54,435.3
0.51,0.57,0.54,460.33
0.54,0.49,0.54,436.63
0.56,0.38,0.62,437.96
0.59,0.25,0.54,449.94
0.59,0.28,0.62,439.67
0.56,0.28,0.62,452.54
0.54,0.24,0.62,472.57
0.51,0.3,0.62,532.48
0.51,0.33,0.46,531.15
0.49,0.37,0.46,540.46
0.49,0.37,0.46,548.65
0.46,0.48,0.46,523.78
0.46,0.48,0.46,465.92
0.44,0.44,0.46,403.19
0.41,0.44,0.38,359.76
0.38,0.47,0.38,343.4
0.36,0.52,0.31,355.22
0.36,0.47,0.31,325.79
0.36,0.43,0.31,348.91
0.33,0.52,0.23,374.57
0.33,0.47,0.31,403.5
0.36,0.43,0.38,418.21
0.41,0.44,0.38,435.09
0.46,0.3,0.54,424.58
0.49,0.3,0.46,422.48
0.49,0.33,0.38,458.21
0.51,0.28,0.38,443.19
0.54,0.22,0.38,464.59
0.54,0.24,0.23,605.29
0.51,0.24,0.46,538.1
0.49,0.3,0.31,575.08
0.46,0.3,0.31,916.29
0.44,0.36,0.23,567.59
0.38,0.39,0.23,548.45
0.44,0.29,0.23,511.51
0.44,0.44,0.23,532.99
0.44,0.44,0.15,447.34
0.44,0.44,0.15,339.29
0.38,0.62,0.08,323.82
0.38,0.68,0.08,316.77
0.36,0.67,0,339.25
0.33,0.79,0,325.74
0.33,0.79,0,372.87
0.33,0.79,0,395.96
0.33,0.79,0,431.4
0.36,0.72,0,446.59
0.44,0.62,0.08,509.72
0.51,0.33,0.15,439.22
0.54,0.28,0.15,407.77
0.54,0.28,0.15,470.88
0.56,0.25,0.23,421.52
0.59,0.2,0.23,473.66
0.59,0.23,0.15,538.1
0.56,0.31,0.23,431.88
0.56,0.34,0.31,423.77
0.51,0.48,0.31,608.44
0.49,0.53,0.31,595.99
0.49,0.53,0.31,533.76
0.46,0.57,0.23,485.63
0.46,0.57,0.23,517.72
0.46,0.57,0.15,418.76
0.46,0.57,0.15,290.04
0.44,0.62,0.15,289.2
0.44,0.68,0.23,311.45
0.44,0.68,0.15,315.29
0.41,0.74,0.23,325.74
0.38,0.79,0.08,410.08
0.38,0.79,0.08,399.95
0.36,0.79,0,455.41
0.41,0.74,0,491.87
0.51,0.57,0.23,519.79
0.56,0.54,0.31,509.62
0.59,0.49,0.31,384.3
0.59,0.45,0.46,475.79
0.62,0.38,0.31,408.21
0.64,0.34,0.31,488.79
0.64,0.34,0.31,575.08
0.64,0.34,0.23,419.76
0.62,0.41,0.23,311.83
0.59,0.45,0.31,664.26
0.56,0.49,0.31,682.62
0.56,0.54,0.31,837.31
0.54,0.59,0.23,946.63
0.54,0.63,0.23,863.05
0.51,0.74,0.23,636.31
0.51,0.74,0.15,531.11
0.51,0.74,0.08,433.01
0.51,0.79,0.08,399.38
0.49,0.86,0.31,359.8
0.49,0.74,0.38,362.9
0.49,0.74,0.31,369.93
0.49,0.74,0.31,384.64
0.49,0.74,0.31,405.6
0.49,0.68,0.38,493.95
0.49,0.74,0.31,567.96
0.49,0.68,0.38,734.41
0.56,0.49,0.46,596.88
0.59,0.45,0.38,865.93
0.62,0.34,0.54,774.16
0.62,0.34,0.38,605.43
0.62,0.34,0.38,567.59
0.62,0.38,0.38,523.74
0.59,0.38,0.38,753.74
0.54,0.45,0.23,867.95
0.51,0.53,0.23,630.47
0.51,0.63,0.38,544.31
0.51,0.68,0.31,525.39
0.49,0.74,0.31,519.17
0.49,0.79,0.23,475.09
0.46,0.86,0.23,435.15
0.46,0.86,0.31,399.8
0.46,0.86,0.31,377.46
0.46,0.74,0.38,354.04
0.46,0.68,0.31,356.86
0.44,0.74,0.31,348.88
0.44,0.74,0.31,521.22
0.44,0.74,0.31,703.23
0.46,0.62,0.31,580.98
0.49,0.57,0.38,583.07
0.51,0.48,0.54,601.32
0.54,0.45,0.38,424.22
0.56,0.41,0.38,460.47
0.56,0.38,0.38,409.12
0.56,0.38,0.38,476.96
0.56,0.41,0.31,567.59
0.54,0.41,0.31,375.84
0.51,0.48,0.38,313.64
0.51,0.48,0.46,879.32
0.49,0.53,0.38,565.87
0.49,0.53,0.38,477.04
0.46,0.57,0.38,452.42
0.46,0.57,0.46,503.08
0.46,0.57,0.46,332.3
0.46,0.57,0.38,127.42
0.46,0.62,0.38,188.64
0.44,0.68,0.38,260.96
0.44,0.68,0.38,269.72
0.46,0.62,0.31,309.25
0.44,0.68,0.38,427.77
0.44,0.74,0.46,523.21
0.44,0.74,0.38,546.01
0.41,0.86,0.31,599.9
0.41,0.86,0.31,635.34
0.44,0.86,0.31,635.55
0.44,0.86,0.31,411.28
0.44,0.86,0.31,460.1
0.44,0.86,0.38,410.59
0.44,0.86,0.31,492.6
0.44,0.79,0.38,485.09
0.46,0.68,0.38,373.98
0.44,0.74,0.54,401.08
0.44,0.74,0.46,883.95
0.41,0.86,0.38,563.58
0.41,0.93,0.38,462.4
0.41,0.86,0.38,472.46
0.41,0.86,0.31,444.53
0.41,0.86,0.31,265.74
0.41,0.86,0.23,75.5
0.41,0.86,0.23,144.71
0.41,0.86,0.31,247.65
0.41,0.86,0.31,248.42
0.41,0.86,0.23,309.19
0.41,0.86,0.23,435.76
0.41,0.86,0.31,549.99
0.41,0.79,0.31,548.18
0.41,0.86,0.23,654.86
0.44,0.74,0.38,645.5
